bf:shelfMark,bf:mainTitle,bf:contribution,bf:applicationMaterial,bf:originDate,bf:heldBy,bf:electronicLocator,bf:baseMaterial,bf:dimensions
GKS 2365 4to,GKS 2365 4to,,Manuscript,1260-1280,The Árni Magnússon Institute for Icelandic Studies,https://handrit.is/manuscript/view/is/GKS04-2365/9#page/FF+4v/mode/2up,skin,ca 187-195 mm x 120-130 mm
