identifier,titleInfo,name,typeOfResource,dateIssued,InstitutionphysicalLocation,url,form,extent
102-04418,Rohrbach Ro IIIa Rodra flying boat,Unknown,photo,1927,Bundesarchiv,https://www.bild.bundesarchiv.de/dba/de/search/?topicid=dcx-thes_klassifikation_77550ub6sx31ana5a3wf&page=2,,10707x7898 pixels
