Item,"ID",Creator,Object type,Date,Title,Image source,Materials,Dimensions,Institution
Seaplane,102-04418,Unknown,Photo,1927,Rohrbach Ro IIIa Rodra flying boat,https://www.bild.bundesarchiv.de/dba/de/search/?topicid=dcx-thes_klassifikation_77550ub6sx31ana5a3wf&page=2,,10707x7898 pixels,Bundesarchiv
