accession Number,titleText,creatorIdentity,objectWorkType,creationDate,repositoryName,recordSource,materialsName,dimensionsStatement
UNI1203,Non-regulation gas mask,Unknown,Gas mask,1939,Royal Museum Greenwich,https://www.rmg.co.uk/collections/objects/rmgc-object-72417,,
