accession Number,titleText,creatorIdentity,objectWorkType,creationDate,repositoryName,recordSource,materialsName,dimensionsStatement,Institution
227402,Hand grenade,,Hand granade,1943-1945,Museo della Repubblica e di Montefiorino e della Resistenza italiana,https://bbcc.regione.emilia-romagna.it/pater/loadcard.do?id_card=227402,"Iron, wood",33 cm,
