accession Number,titleText,creatorIdentity,objectWorkType,creationDate,repositoryName,recordSource,materialsName,dimensionsStatement
46887,Key,,Metalwork-Iron,13th century,The Met,https://www.metmuseum.org/art/collection/search/468871,Iron,25.4 x 13.2 x 1.5 cm
