accession Number,titleText,creatorIdentity,objectWorkType,creationDate,repositoryName,recordSource,materialsName,dimensionsStatement
33.65.189,Cannon,Unknown (American),Photo,1861-1865,The Met,https://www.metmuseum.org/art/collection/search/267978,,
