accession Number,titleText,creatorIdentity,objectWorkType,creationDate,repositoryName,recordSource,materialsName,dimensionsStatement
commonwealth:3f4632871,"Yggdrasill, the mundane tree",Finnur Magnusson,Illustration,1859,Normal B. Leventhal Map & Education Center and partners,https://collections.leventhalmap.org/search/commonwealth:3f4632871,,18 x 12 cm
