dc:identifier,dc:title,dc:creator,Object type,dc:date,edm:dataProvider,edm:isShownAt,dc:format,dc:extent
2020601/https___1914_1918_europeana_eu_contributions_5716_attachments_63745 // 5716,"1915-12-15 lettera n. 1, p.1",Carlo Barbieri,Letter,15/12/1915,Europeana,https://www.europeana.eu/it/item/2020601/https___1914_1918_europeana_eu_contributions_5716_attachments_63745,,
