identifier,titleInfo,name,typeOfResource,dateIssued,InstitutionphysicalLocation,url,form,extent
369503~90136990:128,128. Nordlingen,Bodenehr Gabriel,Atlas Map,1725,David Rumsey Map Collection (Stanford University- Library),https://www.davidrumsey.com/luna/servlet/detail/RUMSEY~8~1~369503~90136990:128--Nordlingen,,Height: 20 cm / Width: 32 cm
