identifier,titleInfo,name,typeOfResource,dateIssued,InstitutionphysicalLocation,url,form,extent
O:472113,Planisfero murale nella proiezione di Marcatore,Berghaus Hermann,Wallchart,1874,Phaidra - Museo di Geografia (Università di Padova),https://phaidra.cab.unipd.it/detail/o:472113?type=listview&SID=&actPage=,,"110,5x150,5 cm"
