identifier,titleInfo,name,typeOfResource,dateIssued,placeTerm,url,form,extent,InstitutionphysicalLocation,topic,topic,genre,genre
2d23dc50-c536-012f-eeff-58d385a7bc34,"German dirigible, Zeppelin type",Unknown,Still image,1850,UK,https://digitalcollections.nypl.org/items/2d23dc50-c536-012f-eeff-58d385a7bc34?canvasIndex=0,,,New York Public Library,aircraft,Labert & Butler,Litographs,Offset litographs
