identifier,title,namePart,typeOfResource,dateCreated,physicalLocation,url,form,extent
oai:14-18.it:album/foto/5898,In the trenches on the Piave,,Still image,1917,Europeana,https://www.europeana.eu/it/item/9200196/BibliographicResource_3000093811398_source,,
