accession Number,titleText,creatorIdentity,objectWorkType,creationDate,repositoryName,recordSource,materialsName,dimensionsStatement
ark:/53355/cl010065872,"July 28, 1830. Liberty Leading the People.",Eugene Delacroix,Painting,1830,Louvre Museum,https://collections.louvre.fr/en/ark:/53355/cl010065872,Oil on canvas,Height: 2.6 m; Height with accessory: 2.97 m; Width: 3.25 m; Width with accessory: 3.65 m
