accession Number,titleText,creatorIdentity,objectWorkType,creationDate,repositoryName,recordSource,materialsName,dimensionsStatement
A618820,Hypodermic syringe,Arnold and Sons,Hypodermic syringe,1875-1910,Science Museum Group,https://collection.sciencemuseumgroup.org.uk/objects/co138158/hypodermic-syringe,"leather, velvet, silk, brass (silver-plated) and glass","case: lenght 52 mm, width 89 mm, height 21 mm"
