accession Number,titleText,creatorIdentity,objectWorkType,creationDate,repositoryName,recordSource,materialsName,dimensionsStatement
NEKHC:2011.71,Armband with star of David,Unknown,Armband,1940's,National Holocaust Museum,https://www.holocaust.org.uk/star-of-david-armband,Cotton,"width 10,16 cm"
